"","related_publication_id","related_publication_citation"
"235","","Klassen, L. Strontium and Lead Isotope Studies of Faunal and Human Remains from Kainsbakke and Kirial Bro In: The Pitted Ware Culture on Djursland, The Pitted Ware Culture on Djursland, 2020. Denmark: Aarhus University Press, 2020."
"236","10.1007/s12520-013-0148-1","Knudson, K. J., Webb, E., White, C., & Longstaffe, F. J. (2014). Baseline data for Andean paleomobility research: a radiogenic strontium isotope study of modern Peruvian agricultural soils. Archaeological and Anthropological Sciences, 6(2), 205–219."
"237","https://doi.org/10.1002/ajpa.20480","Knudson, K.J. and Price, T.D. (2007), Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku- and Chiribaya-affiliated sites in the Andes. Am. J. Phys. Anthropol., 132: 25-39."
"238","","Knudson, K.J., Blom, D.E., Buikstra, J.E. and Nystrom, K.C., 2004, December. The Bioarchaeology of Identity: Case Studies from the South Central Andes. In 103rd Annual Meeting of the American Anthropology Association, Nov (pp. 17-21)."
"239","https://doi.org/10.1111/j.1475-4754.2004.00140.x","Knudson, K.J., Price, T.D., Buikstra, J.E. and Blom, D.E. (2004), The Use of Strontium Isotope Analysis to Investigate Tiwanaku Migration and Mortuary Ritual in Bolivia and Peru. Archaeometry, 46: 5-18. doi:10.1111/j.1475-4754.2004.00140.x"
"240","https://doi.org/10.1017/S104566350000763X","Knudson, Kelly J. ""Tiwanaku Influence in the South Central Andes: Strontium Isotope Analysis and Middle Horizon Migration."" Latin American Antiquity, vol. 19, no. 1, 2008, pp. 3–23. JSTOR, www.jstor.org/stable/25478206."
"241","https://doi.org/10.1126/science.267.5202.1340","Koch, P. L., Heisinger, J., Moss, C., Carlson, R. W., Fogel, M. L., & Behrensmeyer, A. K. (1995). Isotopic tracking of change in diet and habitat use in African elephants. Science, 267(5202), 1340-1343."
"242","https://doi.org/10.1016/0012-821X(92)90028-T","Koch, P.L., et al. 1992. Sr isotopic composition of hydroxyapatite from recent and fossil salmon: the record of lifetime migration and diagenesis. Earth and Planetary Science Letters, 108(4), pp.277-287."
"243","https://doi.org/10.1016/j.jasrep.2016.01.015","Kootker, L.M., van Lanen, R.J., Kars, H. and Davies, G.R., 2016. Strontium isoscapes in The Netherlands. Spatial variations in 87Sr/86Sr as a proxy for palaeomobility. Journal of Archaeological Science: Reports, 6, pp.1-13."
"244","10.1371/journal.pone.0264458","Kramer RT, et al. A bioavailable strontium (87Sr/86Sr) isoscape for Aotearoa New Zealand: Implications for food forensics and biosecurity. PLoS One. 2022 Mar 16;17(3):e0264458"
"245","https://doi.org/10.1016/0012-821X(92)90087-C","Krishnaswami, S., et al., 1992. Strontium isotopes and rubidium in the Ganga-Brahmaputra river system: Weathering in the Himalaya, fluxes to the Bay of Bengal and contributions to the evolution of oceanic 87Sr/86Sr. EPSL, 109(1-2), 243-253."
"246","","Krueger, H.W., 1985. Sr isotopes and Sr/Ca in bone. Paper presented at Bone Mineralization Conference, Warrenton, VA."
"247","https://doi.org/10.3354/meps301279","Kurtz and Moore, Eos, AGU abstract OS33A-988, 2007. (DA Milton, SR Chenery, 2005, Mar Ecol Prog Ser 301, 279-291 have 0.707 based on fish otoliths)"
"248","https://doi.org/10.1016/j.jasrep.2022.103339","Ladegaard-Pedersen P et al. Constraining a Bioavailable Strontium Isotope Baseline for the Lake Garda Region, Northern Italy: A Multi-Proxy Approach. Journal of Archaeological Science, Reports, vol. 41, 2022, p. 103339–"
"249","https://doi.org/10.1016/j.scitotenv.2019.134714","Ladegaard-Pedersen P. et al. A strontium isotope baseline of Cyprus. Assessing the use of soil leachates, plants, groundwater and surface water as proxies for the local range of bioavailable strontium isotope composition. Sci Total Env, 708, 2020, 134714"
"250","https://doi.org/10.1371/journal.pone.0250279","Ladegaard-Pedersen, P et al.. ""Testing Late Bronze Age Mobility in Southern Sweden in the Light of a New Multi-Proxy Strontium Isotope Baseline of Scania."" PloS one 16, no. 4 (2021): e0250279."
"251","https://doi.org/10.1007/s12520-016-0453-6","Laffoon, J. E., Sonnemann, T. F., Antczak, M. M., & Antczak, A. (2018). Sourcing nonnative mammal remains from Dos Mosquises Island, Venezuela: new multiple isotope evidence. Archaeological and Anthropological Sciences, 10, 1265–1281."
"252","https://doi.org/10.1007/s12520-016-0453-6","Laffoon, J. E., et al. (2018). Sourcing nonnative mammal remains from Dos Mosquises Island, Venezuela: new multiple isotope evidence. Archaeological and Anthropological Sciences, 10, 1265–1281."
"253","https://doi.org/10.1016/j.jas.2012.02.002","Laffoon, J.E., et al., 2012. Spatial variation of biologically available strontium isotopes (87Sr/86Sr) in an archipelagic setting: a case study from the Caribbean. Journal of Archaeological Science, 39(7), 2371-2384."
"254","https://doi.org/10.1007/s12520-020-01240-w","Lahtinen, M., Arppe, L. & Nowell, G. Source of strontium in archaeological mobility studies—marine diet contribution to the isotopic composition. Archaeol Anthropol Sci 13, 1 (2021). https://doi.org/10.1007/s12520-020-01240-w"
"255","https://doi.org/10.1080/00438243.2013.820648","Lang C, Peters J, Pöllath N, Schmidt K, Grupe G. 2013. Gazelle behaviour and human presence at early Neolithic Göbekli Tepe, south-east Anatolia. World Archaeology 45: 410-429."
"256","https://doi.org/10.1016/j.apgeochem.2006.03.005","Lang, Y.C., Liu, C.Q., Zhao, Z.Q., Li, S.L., Han, G.L., 2006. Geochemistry of surface and ground water in Guiyang, China: Water/rock interaction and pollution in a karst hydrological system. Appl. Geochem. 21, 887-903."
"257","https://doi.org/10.1002/ajpa.21104","Leach, S., Lewis, M., Chenery, C., Muldner, G. and Eckardt, H. (2009), Migration and diversity in Roman Britain: A multidisciplinary approach to the identification of immigrants in Roman York, England. Am. J. Phys. Anthropol., 140: 546-561."
"258","https://doi.org/10.1016/j.gca.2012.09.054","Lee, B., Han, Y., Huh, Y., Lundstrom, C., Siame, L.L., Lee, J.I., Park, B.K. and Aster Team, 2013. Chemical and physical weathering in south Patagonian rivers: A combined Sr–U–Be isotope approach. Geochimica et Cosmochimica Acta, 101, pp.173-190."
"259","","Lees, W., 2010. In situ strontium isotope analysis of human teeth from Teouma, Efate, Vanuatu for tracing Lapita colonization. ANU Masters Thesis. The Australian National University."
"260","https://doi.org/10.1016/j.palaeo.2017.10.008","Lehmann S.B., et al. Environmental and Ecological Implications of Strontium Isotope Ratios in Mid-Pleistocene Fossil Teeth from Elandsfontein, South Africa. Palaeogeography, Palaeoclimatology, Palaeoecology, vol. 490, 2018, pp. 84–94"
"261","https://doi.org/10.1016/j.apgeochem.2010.10.008","Li, X.D., et al., 2010. The use of environmental isotopic (C, Sr, S) and hydrochemical tracers to characterize anthropogenic effects on karst groundwater quality: A case study of the Shuicheng Basin, SW China. Appl. Geochem. 25, 1924-1936."
"262","https://doi.org/10.1016/j.gca.2005.07.001","Lingling Wu, Youngsook Huh, Jianhua Qin, Gu Du, Suzan van Der Lee, Chemical weathering in the Upper Huang He (Yellow River) draining the eastern Qinghai-Tibet Plateau, Geochimica et Cosmochimica Acta, Volume 69, Issue 22, 2005, Pages 5279-5294"
"263","https://doi.org/10.1007/s12665-016-5910-0","Liu, J., Ji, H.B., 2008. The characteristics of end member of the main element Sr and Sr isotope in the upriver tributaries of Ganjiang River. Environ. Chem. 27, 235-241 (In Chinese)."
"264","https://doi.org/10.1007/s12665-016-5910-0","Liu, W., et al. Chemical and strontium isotopic characteristics of the rivers around the Badain Jaran Desert, northwest China: implication of river solute origin and chemical weathering. Environ Earth Sci 75, 1119 (2016)"
"265","https://doi.org/10.1016/j.scitotenv.2022.157982","Liu, Yong, et al. ""Pilot study on provenance tracing of cocoons via strontium isotopes."" Science of The Total Environment 851 (2022): 157982."
"266","https://doi.org/10.1016/j.apgeochem.2022.105214","Liu, Yudong, et al. ""Hydrothermal systems with radiogenic Sr in the North Qaidam ultrahigh-pressure metamorphic belt, NE Tibetan Plateau and implications for regional dissolved Sr budget."" Applied Geochemistry 138 (2022): 105214."
"267","https://doi.org/10.1371/journal.pone.0280589","Löffelmann T, et al. (2023) Sr analyses from only known Scandinavian cremation cemetery in Britain illuminate early Viking journey with horse and dog across the North Sea. PLoS ONE 18(2): e0280589."
"268","https://doi.org/10.1007/BF00879760","Löfvendahl, R., Åberg, G. & Hamilton, P.J. Strontium in rivers of the Baltic Basin. Aquatic Science 52, 315–329 (1990)."
"269","https://doi.org/10.1016/S0009-2541(98)00028-X","Louvat, P. and Allègre, C.J., 1998. Riverine erosion rates on Sao Miguel volcanic island, Azores archipelago. Chemical Geology, 148(3-4), pp.177-200."
"270","https://doi.org/10.1038/s41559-019-0900-8","Lugli F, et al. 2019. Strontium and stable isotope evidence of human mobility strategies across the Last Glacial Maximum in southern Italy. Nature Ecology & Evolution 3: 905-911."
"271","https://doi.org/10.1016/j.chemgeo.2021.120624","Lugli Federico, Cipriani Anna, Bruno Luigi, Ronchetti Francesco, Cavazzuti Claudio, Benazzi Stefano. A Strontium Isoscape of Italy for Provenance Studies. Chemical Geology, vol. 587, 2022, p. 120624–, https://doi.org/10.1016/j.chemgeo.2021.120624."
"272","https://doi.org/10.1016/j.chemgeo.2021.120624","Lugli, F., Cipriani, A., Bruno, L., Ronchetti, F., Cavazzuti, C. and Benazzi, S., 2022. A strontium isoscape of Italy for provenance studies. Chemical Geology, 587, p.120624."
"273","https://doi.org/10.1016/j.chemgeo.2014.09.007","Luo, C., Zheng, H.B., Tada, R. Wu, W.H., Irino, T., Yang, S.Y., Saito, K., 2014. Tracing Sr isotopic composition in space and time across the Yangtze River basin. Chem. Geol. 388, 59-70."
"274","https://doi.org/10.1130/0091-7613(1999)027<0851:SOICSS>2.3.CO;2","Lynn Ingram, B. and Weber, P.K., 1999. Salmon origin in California's Sacramento–San Joaquin river system as determined by otolith strontium isotopic composition. Geology, 27(9), pp.851-854."
"275","https://doi.org/10.1007/s12583-016-0637-0","Ma, Z.Y. et al., 2017. Origin and classification of geothermal water from Guanzhong Basin, NW China: Geochemical and isotopic approach. J. Earth Sci. 28, 719-728."
"276","https://doi.org/10.1016/j.jasrep.2020.102210","MacRoberts, R.A., et al., 2020. Diet and mobility during the Christian conquest of Iberia: The multi-isotopic investigation of a 12th–13th century military order in Évora, Portugal. Journal of Archaeological Science: Reports, 30, p.102210."
"277","https://doi.org/10.1016/j.jasrep.2018.04.032.","MADER, Christian et al. The llama's share: Highland origins of camelids during the Late Paracas period (370 to 200 BCE) in south Peru demonstrated by strontium isotope analysis. Journal of Archaeological Science: Reports, Vol 20, 2018, pp. 257-270"
"278","https://doi.org/10.1021/jf4012592","Marchionni, S., et al. (2013). High-precision 87Sr/86Sr analyses in wines and their use as a geological fingerprint for tracing geographic provenance. Journal of agricultural and food chemistry, 61(28), 6822-6831."
"279","https://doi.org/10.1016/j.quascirev.2022.107387","Markowska, M., et al. A Multi-Isotope and Modelling Approach for Constraining Hydro-Connectivity in the East African Rift System, Southern Ethiopia.Quaternary Science Reviews, vol. 279, 2022, p. 107387–"
"280","https://doi.org/10.1590/S0100-40422008000700040","Martins, V., Babinski, M., Ruiz, I., Sato, K., Souza, S., Hirata, R. (2008). Analytical procedures for determining Pb and Sr isotopic compositions in water samples by ID-TIMS. Química Nova, 31(7)"
"281","https://doi.org/10.1016/j.chemgeo.2022.120832","Mass, E., Rowe, M. C., Boswijk, G., Charlier, B., & Schwendenmann, L. (2022). Implications of strontium isotope and trace element variability in New Zealand kauri (Agathis australis). Chemical Geology, 598, 120832."
"282","https://doi.org/10.1016/j.scitotenv.2012.06.046","Maurer, A.F., et al., 2012. Bioavailable 87Sr/86Sr in different environmental samples—Effects of anthropogenic contamination and implications for isoscapes in past migration studies. Science of the Total Environment, 433, 216-229."
"283","","McCall, Ashley. ""The Relationship of Stable Isotopes to Late Woodland and Fort Ancient Agriculture, Mobility, and Paleopathologies at the Turpin Site."" Electronic Thesis or Dissertation. University of Cincinnati, 2013."
"284","10.1080/15564894.2013.787565","McManus, E., Montgomery, J., Evans, J., Lamb, A., Brettell, R. and Jelsma, J., 2013. ""To the land or to the sea"": diet and mobility in early medieval Frisia. The Journal of Island and Coastal Archaeology, 8(2), pp.255-277."
"285","","Melilikin pers comm"
"286","https://doi.org/10.1016/j.jasrep.2018.04.023","Miller Wolf,K.A., Freiwald, C. 2018 Re-interpreting ancient Maya mobility: a strontium isotope baseline for Western Honduras, Journal of Archaeological Science: Reports,Volume 20,Pages 799-807,ISSN 2352-409X"
"287","https://doi.org/10.1038/362438a0","Miller, E., Blum , J. & Friedland, A. Determination of soil exchangeable-cation loss and weathering rates using Sr isotopes. Nature 362, 438–441 (1993) doi:10.1038/362438a0"
"288","https://doi.org/10.1016/j.apgeochem.2014.08.004","Miller, O. L., Solomon, D. K., Fernandez, D. P., Cerling, T. E., & Bowling, D. R. (2014). Evaluating the use of strontium isotopes in tree rings to record the isotopic signal of dust deposited on the Wasatch Mountains. Applied geochemistry, 50, 53-65."
"289","https://doi.org/10.1016/S0012-821X(01)00599-4","Millot R., Gaillardet J., Dupre B., and Allegre C. J. (2002) The global control of silicate weathering rates and the coupling with physical erosion: New insights from rivers of the Canadian Shield. Earth Planet. Sci. Lett. 196, 83–98."
"290","https://doi.org/10.1016/S0016-7037(02)01207-3","Millot, R., J. Gallardet, B. Dupre, and C. J. Allegre (2003), Northern latitude chemical weathering rates: Clues from the Mackenzie River Basin, Canada, Geochim. Cosmochim. Acta, 67, 1305–1329."
"291","https://doi.org/10.1016/j.gexplo.2006.12.001","Min, M.Z., Peng, X.J., Zhou, X.L., Qiao, H.M., Wang, J.P., Zhang, L., 2007. Hydrochemistry and isotope compositions of groundwater from the Shihongtan sandstone-hosted uranium deposit, Xinjiang, NW China. J. Geochem. Explor. 93, 91-108."
"292","https://doi.org/10.5194/essd-12-3641-2020","Moffat I, et al.. Bioavailable Soil and Rock Strontium Isotope Data from Israel. Earth System Science Data, vol. 12, no. 4, 2020, pp. 3641–52"
"293","https://doi.org/10.5284/1000249","Montgomery 2002 PhD thesis, Bradford University, Bradford"
"294","https://doi.org/10.1016/j.apgeochem.2006.07.002","Montgomery, J. and Evans, J.A. and Wildman, G. (2006) 'Sr-87/Sr-86 isotope composition of bottled British mineral waters for environmental and forensic purposes.', Applied geochemistry., 21 (10). pp. 1626-1634."
"295","","Montgomery, J., et al. 2009. Stable isotope analysis of bone. Pp. 48–49, In M.O.H. Carver, C. Hills, and J. Scheschkewitz (Eds.). Wasperton: A Roman, British, and AngloSaxon Community in Central England. Boydell and Brewer, Woodbridge, UK. 290 pp"
"296","https://doi.org/10.1016/j.apgeochem.2007.02.009","Montgomery, J., Evans, J.A. and Cooper, R.E., 2007. Resolving archaeological populations with Sr-isotope mixing models. Applied Geochemistry, 22(7), pp.1502-1514."
"297","https://doi.org/10.1007/s10498-009-9063-6","Moon S, Huh Y, Zaitsev A. 2009. Hydrochemistry of the Amur River: Weathering in a Northern Temperate Basin. Aquat Geochem (2009) 15: 497. https://doi.org/10.1007/s10498-009-9063-6"
"298","https://doi.org/10.1016/j.gca.2006.12.004","Moon, S., Huh, Y., Qin, J. and van Pho, N., 2007. Chemical weathering in the Hong (Red) River basin: rates of silicate weathering and their controlling factors. Geochimica et Cosmochimica Acta, 71(6), pp.1411-1430."
"299","https://doi.org/10.1016/j.gloplacha.2019.103080","Moquet, J.-S., et al. 2000. Control of seasonal and inter-annual rainfall distribution ... in the Pacific coast (Tumbes basin, Peru). GPC, 185, 103080."
"300","https://doi.org/10.1016/j.jas.2022.105628","Muldner Gundula, et al. Putting South-West England on the (strontium Isotope) Map: A Possible Origin for Highly Radiogenic 87Sr/86Sr Values from Southern Britain. Journal of Archaeological Science, vol. 144, 2022, p. 105628–,"
"301","","Negrel P., Dupré B. (1995). Temporal variations of SR isotopic ratios, major and trace elements composition of the Oubangui river basin : implications for the source of material. In : Grands bassins fluviaux périatlantiques: Congo, Niger, Amazone."
"302","https://doi.org/10.1016/S0022-1694(00)00308-5","Négrel, P. and Lachassagne, P., 2000. Geochemistry of the Maroni River (French Guiana) during the low water stage: implications for water–rock interaction and groundwater characteristics. Journal of Hydrology, 237(3-4), pp.212-233."
"303","https://doi.org/10.1016/j.jhydrol.2004.08.031","Négrel, P. and Petelet-Giraud, E., 2005. Strontium isotopes as tracers of groundwater-induced floods: the Somme case study (France). Journal of Hydrology, 305(1-4), pp.99-119."
"304","https://doi.org/10.1016/0012-821X(93)90023-3","Négrel, P., et al., 1993. Erosion sources determined by inversion of major and trace element ratios and strontium isotopic ratios in river water: the Congo Basin case. Earth and Planetary Science Letters, 120(1-2), pp.59-76."
"305","https://doi.org/10.1016/j.jasrep.2022.103816","Nikita E., Alexander M., Cox S., Radini A., Le P., Chaouali M., Fenwick C. Isotopic evidence for human mobility in late antique Bulla Regia (Tunisia). Journal of Archaeological Science, vol. 47, 2023, 103816"
"306","https://doi.org/10.1016/j.jasrep.2022.103606","Nikita Efthymia, et al. SrIsoMed: An Open Access Strontium Isotopes Database for the Mediterranean. JAS:R, vol. 45, 2022, p. 103606–"
"307","https://doi.org/10.1016/j.jasrep.2022.103606","Nikita Efthymia, et al. SrIsoMed: An Open Access Strontium Isotopes Database for the Mediterranean. Journal of Archaeological Science, Reports, vol. 45, 2022, p. 103606–"
"308","https://doi.org/10.1016/j.jhydrol.2008.07.030","Nisi, B. et al. (2008). Hydrogeochemistry and strontium isotopes in the Arno River Basin (Tuscany, Italy): Constraints on natural controls by statistical modeling. J of Hydro, 360, 166–183."
"309","https://doi.org/10.1016/j.jhydrol.2008.07.030","Nisi, B. et al. (2008). Hydrogeochemistry and strontium isotopes in the Arno River Basin (Tuscany, Italy): Constraints on natural controls by statistical modeling. Journal of Hydrology, 360, 166–183."
"310","https://doi.org/10.1016/j.gca.2009.01.005","Noh, H., Huh, Y., Qin, J. and Ellis, A., 2009. Chemical weathering in the Three Rivers region of Eastern Tibet. Geochimica et Cosmochimica Acta, 73(7), pp.1857-1877."
"311","https://doi.org/10.1017/laq.2018.41","Novotny, A. C., Awe, J. J., Santasilia, C. E., & Knudson, K. J. (2018). RITUAL EMULATION OF ANCIENT MAYA ELITE MORTUARY TRADITIONS DURING THE CLASSIC PERIOD (AD 250–900) AT CAHAL PECH, BELIZE. Latin American Antiquity, 29(4), 641–659"
"312","doi: 10.1111/j.1475-4754.2011.00644.x","Oelze, V.M., Nehlich, O. and Richards, M.P. (2012), 'There's no place like home'— No isotopic evidence for mobility at the early Bronze Age cemetery of Singen, Germany. Archaeometry, 54: 752-778. https://doi.org/10.1111/j.1475-4754.2011.00644.x"
"313","https://doi.org/10.1016/j.quaint.2013.02.008","Ortega LA, et al. 2013. Strontium isotopes of human remains from the San Martín de Dulantzi graveyard (Alegría-Dulantzi, Álava) and population mobility in the Early Middle Ages. Quaternary International 303: 54-63."
"314","https://doi.org/10.1007/s00254-002-0596-x","Outridge, P. et al. Analysis of geological Sr isotope markers in fish otoliths with subannual resolution using laser ablation-multicollector-ICP-mass spectrometry. Env Geol 42, 891–899 (2002)."
"315","https://doi.org/10.1371/journal.pone.0229687","Pacheco-Forés SI, Gordon GW, Knudson KJ (2020) Expanding radiogenic strontium isotope baseline data for central Mexican paleomobility studies. PLoS ONE 15(2): e0229687. https://doi.org/10.1371/journal.pone.0229687"
"316","https://doi.org/10.1016/0012-821X(89)90017-4","Palmer, M.R. and Edmond, J.M., 1989. The strontium isotope budget of the modern ocean. Earth and Planetary Science Letters, 92(1), pp.11-26."
"317","","Pampura, V.D., Plyusnin, G.S. and Sandimirova, G.P., 1980. Geochemical and isotopic composition of strontium in mineral-forming solutions of the Pauzhetka hydrothermal system (Southern Kamchatka). Geochemistry international, 17(1), pp.57-70."
"318","https://doi.org/10.1016/0009-2541(94)90017-5","Pande, K., Sarin, M.M., Trivedi, J.R., Krishnaswami, S., Sharma,K.K., 1994. The Indus River system India–Pakistan.: major ion chemistry, uranium and Sr isotopes. Chem. Geol. 116,245–259."
"319","unpublished data","Paris et al. in prep"
"320","https://doi.org/10.1002/rcm.3521","Pellegrini, M., et al.(2008). Faunal migration in late?glacial central Italy: implications for human resource exploitation. Rapid Communications in Mass Spectrometry, 22(11), 1714-1726."
"321","https://doi.org/10.5194/bg-16-1781-2019","Pereira LA, Santos RV, Hauser M, Duponchelle F, Carvajal F, Pecheyran C, Bérail S, Pouilly M. 2019. Commercial traceability of Arapaima spp. fisheries in the Amazon basin: can biogeochemical tags be useful? Biogeosciences. 16(8):1781-1797."
"322","https://doi.org/10.1016/j.jhydrol.2008.12.026","Perry, E., Paytan, A., Pedersen, B. and Velazquez-Oliman, G., 2009. Groundwater geochemistry of the Yucatan Peninsula, Mexico: constraints on stratigraphy and hydrogeology. Journal of Hydrology, 367(1-2), pp.27-40."
"323","https://doi.org/10.1002/gea.20230","Perry, M. A., Coleman, D., & Delhopital, N. (2008). Mobility and exile at 2nd century AD Khirbet edh?Dharih: strontium isotope analysis of human migration in western Jordan. Geoarchaeology: An International Journal, 23(4), 528-549."
"324","https://doi.org/10.1016/j.jas.2013.01.020","Pestle, W.J., Simonetti, A. and Curet, L.A., 2013. 87Sr/86Sr variability in Puerto Rico: geological complexity and the study of paleomobility. Journal of Archaeological Science, 40(5), pp.2561-2569."
"325","https://doi.org/10.1007/s12520-022-01539-w","Pili?iauskas, Gytis, et al. ""Strontium Isotope Analysis Reveals Prehistoric Mobility Patterns in the Southeastern Baltic Area."" Archaeological and Anthropological Sciences 14(4) (2022)."
"326","https://doi.org/10.1890/05-0394","Porder, S., Clark, D. A., & Vitousek, P. M. (2006). Persistence of rock?derived nutrients in the wet tropical forests of La Selva, Costa Rica. Ecology, 87(3), 594-602."
"327","https://doi.org/10.1666/0094-8373(2003)029%3C0197:MTOOFA%3E2.0.CO;2","Porder, S., Paytan, A., & Hadly, E. (2003). Mapping the origin of faunal assemblages using strontium isotopes. Paleobiology, 29(2), 197-204. doi:10.1017/S0094837300018066"
"328","https://doi.org/10.1007/s00442-004-1743-8","Porder, S., Paytan, A., & Vitousek, P. M. (2005). Erosion and landscape development affect plant nutrient status in the Hawaiian Islands. Oecologia, 142(3), 440-449."
"329","","Posey, Robert. ""Development and validation of a spatial prediction model for forensic geographical provenancing of human remains."" (2011)."
"330","https://doi.org/10.1023/B:BIOG.0000015162.12857.3e","Poszwa, A., Ferry, B., Dambrine, E., Pollier, B., Wickman, T., Loubet, M., & Bishop, K. (2004). Variations of bioavailable Sr concentration and 87 Sr/86 Sr ratio in boreal forest ecosystems. Biogeochemistry, 67(1), 1-20."
"331","10.1051/forest/2009036","Poszwa, A., Ferry, B., Pollie, B., Grimaldi, C., Charles-Dominique, P., Loubet, M., & Dambrine, E. (2009). Variations of plant and soil 87Sr/86Sr along the slope of a tropical inselberg. Annals of Forest Science, 66, 512"
"332","https://doi.org/10.1101/2021.04.14.439857","Pouilly, M., Gomez, S., Pécheyran, C., Bérail, S., Alvarez, G., Miranda-Chumacero, G. (2021). Revealing capture sites and movements by strontium isotope analyses in bones of Caiman yacare in the Beni river floodplain, Bolivia. bioRxiv, 2021.04.14.439857."
"333","10.1021/es500071w","Pouilly, M., Point, D., Sondag, F., Henry, M., & Santos, R. V. (2014). Geographical Origin of Amazonian Freshwater Fishes Fingerprinted by 87Sr/86Sr Ratios on Fish Otoliths and Scales. Environmental Science & Technology, 48(16), 8980-8987."
"334","https://doi.org/10.1029/2001WR000370","Pretti, V. A., and Stewart, B. W., Solute sources and chemical weathering in the Owens Lake watershed, eastern California, Water Resour. Res., 38( 8), doi:10.1029/2001WR000370, 2002.."
"335","https://doi.org/10.1017/laq.2018.31","Price TD, Tiesler V, Folan WJ, Tykot RH. CALAKMUL AS A CENTRAL PLACE: ISOTOPIC INSIGHTS ON URBAN MAYA MOBILITY AND DIET DURING THE FIRST MILLENNIUM AD. Latin American Antiquity. 2018;29(3):439-454. doi:10.1017/laq.2018.31"
"336","10.1007/978-3-319-10858-2_11","Price, Doug & Burton, James & Fullagar, Paul & Wright, Lori & Buikstra, Jane & Tiesler, Vera. (2015). Strontium Isotopes and the Study of Human Mobility Among the Ancient Maya. 10.1007/978-3-319-10858-2_11."
"337","https://doi.org/10.2307/40035859","Price, T. Douglas, et al. ""Place of Origin of Prehistoric Inhabitants of Aztalan, Jefferson Co., Wisconsin."" American Antiquity, vol. 72, no. 3, 2007, pp. 524–538. JSTOR, www.jstor.org/stable/40035859."
"338","https://doi.org/10.2307/40035859","Price, T. Douglas, et al. Place of Origin of Prehistoric Inhabitants of Aztalan, Jefferson Co., Wisconsin. American Antiquity, 72:3, 2007, pp. 524–538."
"339","https://doi.org/10.3721/037.002.sp706","Price, T.D. and Naumann, E., 2014. The peopling of the North Atlantic: Isotopic results from Norway. Journal of the North Atlantic, 2014(sp7), pp.88-102."
"340","https://doi.org/10.1111/1475-4754.00047","Price, T.D., Burton, J.H. and Bentley, R.A., 2002. The characterization of biologically available strontium isotope ratios for the study of prehistoric migration. Archaeometry, 44(1), pp.117-135."
"341","https://doi.org/10.1515/9783110266306.311","Price, T.D., Frei, K.M., Tiesler, V. and Gestsdóttir, H., 2012. Isotopes and mobility: Case studies with large samples. Population Dynamics in Prehistory and Early History. New Approaches Using Stable Isotopes and Genetics, pp.311-22."
"342","https://doi.org/10.1006/jasc.1994.1031","Price, T.D., Johnson, C.M., Ezzo, J.A., Ericson, J. and Burton, J.H., 1994. Residential mobility in the prehistoric southwest United States: a preliminary study using strontium isotope analysis. Journal of archaeological Science, 21(3), pp.315-330."
"343","https://doi.org/10.1006/jasc.1999.0504","Price, T.D., Manzanilla, L., Middleton, W.D. 2000. Immigration and the Ancient City of Teotihuacan in Mexico: a Study Using Strontium Isotope Ratios in Human Bone and Teeth, Journal of Archaeological Science, Volume 27(10): 903-913"
"344","","Price, TD, et al. Strontium Isotopes in the study of the ancient Maya, in Archaeology and Bioarchaeology of Population Movement among the Prehispanic Maya, A. Cucina (ed.), 119-132."
"345","https://doi.org/10.1016/j.chemgeo.2002.05.002","Quade, J., English, N. and DeCelles, P.G., 2003. Silicate versus carbonate weathering in the Himalaya: a comparison of the Arun and Seti River watersheds. Chemical Geology, 202(3-4), pp.275-296."
"346","https://doi.org/10.1016/j.jas.2008.02.013","Quinn, R.L., Tucker, B.D. and Krigbaum, J., 2008. Diet and mobility in Middle Archaic Florida: stable isotopic and faunal evidence from the Harris Creek archaeological site (8Vo24), Tick Island. Journal of Archaeological Science, 35(8), pp.2346-2356."
"347","https://doi.org/10.1016/j.epsl.2007.07.019","Rad, S.D., Allègre, C.J. and Louvat, P., 2007. Hidden erosion on volcanic islands. Earth and Planetary Science Letters, 262(1-2), pp.109-124."
"348","https://doi.org/10.1007/s00442-010-1731-0","Radloff, F. G. T., Mucina, L., Bond, W. J., & Le Roux, P. J. (2010). Strontium isotope analyses of large herbivore habitat use in the Cape Fynbos region of South Africa. Oecologia, 164(2), 567-578."
"349","https://doi.org/10.1016/j.jhydrol.2008.12.020","Raiber, M., Webb, J. A., & Bennetts, D. A. (2009). Strontium isotopes as tracers to delineate aquifer interactions and the influence of rainfall in the basalt plains of southeastern Australia. Journal of hydrology, 367(3-4), 188-199."
"350","https://doi.org/10.1016/j.chemer.2015.07.003","Rao, W.B., et al., 2015. Chemical and strontium isotopic characteristics of shallow groundwater in the Ordos Desert Plateau, North China: Implications for the dissolved Sr source and water–rock interactions.Geochem. 75, 365-374."
"351","","Reich, Megan & Talavera, Gerard (Unpublished data)"
"352","","Reich, MS, Ghouri S, Zabudsky S, Hu L, Le Corre M, Ng'iru I, Benyamini D, Shipilina S, Collins SC, Martins DJ, Vila R, Talavera G, Bataille CP. Trans-Saharan migratory patterns in Vanessa cardui and evidence for a southward leapfrog migration. iScience"
