"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JKJND4MS","journalArticle","2009","Shaw, Ben J.; Summerhayes, Glenn R.; Buckley, Hallie R.; Baker, Joel A.","The use of strontium isotopes as an indicator of migration in human and pig Lapita populations in the Bismarck Archipelago, Papua New Guinea","Journal of Archaeological Science","","03054403","10.1016/j.jas.2008.12.010","https://linkinghub.elsevier.com/retrieve/pii/S0305440308003142","","2009-04","2024-07-10 14:48:09","2024-07-10 14:48:09","2024-07-10 14:48:09","1079-1091","","4","36","","Journal of Archaeological Science","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6BL8KQIC","journalArticle","2010","Benson, Larry V.","Who provided maize to Chaco Canyon after the mid-12th-century drought?","Journal of Archaeological Science","","03054403","10.1016/j.jas.2009.10.027","https://linkinghub.elsevier.com/retrieve/pii/S030544030900394X","","2010-03","2024-07-10 14:48:10","2024-07-10 14:48:10","2024-07-10 14:48:10","621-629","","3","37","","Journal of Archaeological Science","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\9P4P6HIZ\Benson - 2010 - Who provided maize to Chaco Canyon after the mid-1.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3PXDNF4","journalArticle","2020","Burney, David A.; Andriamialison, Haingoson; Andrianaivoarivelo, Radosoa A.; Bourne, Steven; Crowley, Brooke E.; De Boer, Erik J.; Godfrey, Laurie R.; Goodman, Steven M.; Griffiths, Christine; Griffiths, Owen; Hume, Julian P.; Joyce, Walter G.; Jungers, William L.; Marciniak, Stephanie; Middleton, Gregory J.; Muldoon, Kathleen M.; Noromalala, Eliette; Pérez, Ventura R.; Perry, George H.; Randalana, Roger; Wright, Henry T.","Subfossil lemur discoveries from the Beanka Protected Area in western Madagascar","Quaternary Research","","0033-5894, 1096-0287","10.1017/qua.2019.54","https://www.cambridge.org/core/product/identifier/S0033589419000541/type/journal_article","Abstract                            A new fossil site in a previously unexplored part of western Madagascar (the Beanka Protected Area) has yielded remains of many recently extinct vertebrates, including giant lemurs (               Babakotia radofilai               ,               Palaeopropithecus kelyus               ,               Pachylemur               sp., and               Archaeolemur edwardsi               ), carnivores (               Cryptoprocta spelea               ), the aardvark-like               Plesiorycteropus               sp., and giant ground cuckoos (               Coua               ). Many of these represent considerable range extensions. Extant species that were extirpated from the region (e.g.,               Prolemur simus               ) are also present. Calibrated radiocarbon ages for 10 bones from extinct primates span the last three millennia. The largely undisturbed taphonomy of bone deposits supports the interpretation that many specimens fell in from a rock ledge above the entrance. Some primates and other mammals may have been prey items of avian predators, but human predation is also evident. Strontium isotope ratios (               87               Sr/               86               Sr) suggest that fossils were local to the area. Pottery sherds and bones of extinct and extant vertebrates with cut and chop marks indicate human activity in previous centuries. Scarcity of charcoal and human artifacts suggests only occasional visitation to the site by humans. The fossil assemblage from this site is unusual in that, while it contains many sloth lemurs, it lacks ratites, hippopotami, and crocodiles typical of nearly all other Holocene subfossil sites on Madagascar.","2020-01","2024-07-10 14:48:13","2024-07-10 14:48:13","2024-07-10 14:48:13","187-203","","","93","","Quat. res.","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\2SZ3NEPC\Burney et al. - 2020 - Subfossil lemur discoveries from the Beanka Protec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92JA5REX","journalArticle","2011","Christian, Lance N.; Banner, Jay L.; Mack, Larry E.","Sr isotopes as tracers of anthropogenic influences on stream water in the Austin, Texas, area","Chemical Geology","","00092541","10.1016/j.chemgeo.2011.01.011","https://linkinghub.elsevier.com/retrieve/pii/S000925411100026X","","2011-03-23","2024-07-10 14:48:22","2024-07-10 14:48:22","2024-07-10 14:48:22","84-97","","3-4","282","","Chemical Geology","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGXLUUCG","journalArticle","2014","Eerkens, Jelmer W.; Barfod, Gry H.; Jorgenson, Gina A.; Peske, Chris","Tracing the mobility of individuals using stable isotope signatures in biological tissues: “locals” and “non-locals” in an ancient case of violent death from Central California","Journal of Archaeological Science","","03054403","10.1016/j.jas.2013.09.014","https://linkinghub.elsevier.com/retrieve/pii/S0305440313003270","","2014-01","2024-07-10 14:48:24","2024-07-10 14:48:24","2024-07-10 14:48:24","474-481","","","41","","Journal of Archaeological Science","Tracing the mobility of individuals using stable isotope signatures in biological tissues","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\4Q63RXZW\Eerkens et al. - 2014 - Tracing the mobility of individuals using stable i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6F2MV9W9","journalArticle","2010","Fan, Yu-Xin; Chen, Fa-Hu; Wei, Guo-Xiao; Madsen, David B.; Oviatt, Charles G.; Zhao, Hui; Chun, Xi; Yang, Li-Ping; Fan, Tian-Lai; Li, Guo-Qiang","Potential water sources for Late Quaternary Megalake Jilantai-Hetao, China, inferred from mollusk shell 87Sr/86Sr ratios","Journal of Paleolimnology","","0921-2728, 1573-0417","10.1007/s10933-009-9353-4","http://link.springer.com/10.1007/s10933-009-9353-4","","2010-03","2024-06-05 21:28:52","2024-07-11 15:41:40","2024-07-10 14:48:28","577-587","","3","43","","J Paleolimnol","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JDJUS6V","journalArticle","2007","Feranec, Robert S.; Hadly, Elizabeth A.; Paytan, Adina","Determining landscape use of Holocene mammals using strontium isotopes","Oecologia","","0029-8549, 1432-1939","10.1007/s00442-007-0779-y","http://link.springer.com/10.1007/s00442-007-0779-y","","2007-09-10","2024-07-10 14:48:29","2024-07-10 14:48:29","2024-07-10 14:48:29","943-950","","4","153","","Oecologia","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49MCIFTS","journalArticle","2013","Giblin, Julia I.; Knudson, Kelly J.; Bereczki, Zsolt; Pálfi, György; Pap, Ildikó","Strontium isotope analysis and human mobility during the Neolithic and Copper Age: a case study from the Great Hungarian Plain","Journal of Archaeological Science","","03054403","10.1016/j.jas.2012.08.024","https://linkinghub.elsevier.com/retrieve/pii/S0305440312003755","","2013-01","2024-07-10 14:48:31","2024-07-10 14:48:31","2024-07-10 14:48:31","227-239","","1","40","","Journal of Archaeological Science","Strontium isotope analysis and human mobility during the Neolithic and Copper Age","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2L2QXHV","journalArticle","2022","Ladegaard-Pedersen, Pernille; Frei, Robert; Frank, Anja B.; Saracino, Massimo; Zorzin, Roberto; Martinelli, Nicoletta; Kaul, Flemming; Kristiansen, Kristian; Frei, Karin M.","Constraining a bioavailable strontium isotope baseline for the Lake Garda region, Northern Italy: A multi-proxy approach","Journal of Archaeological Science: Reports","","2352409X","10.1016/j.jasrep.2022.103339","https://linkinghub.elsevier.com/retrieve/pii/S2352409X22000025","","2022-02","2024-07-10 14:48:33","2024-07-10 14:48:33","2024-07-10 14:48:33","103339","","","41","","Journal of Archaeological Science: Reports","Constraining a bioavailable strontium isotope baseline for the Lake Garda region, Northern Italy","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMJ8I7M9","journalArticle","2022","Shin, Woo-Jin; Gautam, Mukesh Kumar; Shim, Ji-Yu; Lee, Han-Seul; Park, Sanghee; Lee, Kwang-Sik","Spatial distributions of strontium isotope ratios in human hair and tap water from South Korea","Science of The Total Environment","","00489697","10.1016/j.scitotenv.2021.151352","https://linkinghub.elsevier.com/retrieve/pii/S0048969721064305","","2022-02","2024-06-05 21:32:16","2024-07-11 15:43:42","2024-07-10 14:48:36","151352","","","806","","Science of The Total Environment","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRT8FEE7","journalArticle","2016","Sun, Ziyong; Ma, Rui; Wang, Yanxin; Ma, Teng; Liu, Yunde","Using isotopic, hydrogeochemical-tracer and temperature data to characterize recharge and flow paths in a complex karst groundwater flow system in northern China","Hydrogeology Journal","","1431-2174, 1435-0157","10.1007/s10040-016-1390-2","http://link.springer.com/10.1007/s10040-016-1390-2","","2016-09","2024-06-05 21:32:41","2024-07-11 15:43:56","2024-07-10 14:48:39","1393-1412","","6","24","","Hydrogeol J","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NR65JLPE","journalArticle","2020","Wang, Xueye; Shen, Hui; Wei, Dong; Hu, Xingjun; Xu, Bing; Qin, Xiaoguang; Tang, Zihua","Human mobility in the Lop Nur region during the Han-Jin Dynasties: a multi-approach study","Archaeological and Anthropological Sciences","","1866-9557, 1866-9565","10.1007/s12520-019-00956-8","http://link.springer.com/10.1007/s12520-019-00956-8","","2020-01","2024-06-05 21:33:32","2024-07-11 15:44:22","2024-07-10 14:48:40","20","","1","12","","Archaeol Anthropol Sci","Human mobility in the Lop Nur region during the Han-Jin Dynasties","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SS3LJ2SW","journalArticle","2018","Wang, Xueye; Tang, Zihua; Dong, Xinxin","Distribution of strontium isotopes in river waters across the Tarim Basin: a map for migration studies","Journal of the Geological Society","","0016-7649, 2041-479X","10.1144/jgs2018-074","https://www.lyellcollection.org/doi/10.1144/jgs2018-074","As the junction of the Silk Roads, the Tarim Basin played a critical role in human migration and cultural interaction between the East and the West. Recently, population migration patterns have been increasingly reconstructed from strontium isotope ratios (               87               Sr/               86               Sr) in archaeological human skeletons, and further constraints on their provenance require a bioavailable               87               Sr/               86               Sr map across the basin. Based on measurement data from 44 river samples in this study and 29 samples from published data, we generate the first map of bioavailable               87               Sr/               86               Sr values across the Tarim Basin and the neighbouring area. From the baseline map, three geologically distinct regions can be identified: (1) the Yili Block, Tian Shan orogenic belt and northern Tarim Block with lower ratios (0.7105 ± 0.0007 (1σ),               n                = 25); (2) the southern Tarim Block with higher ratios (0.7118 ± 0.0008,               n                = 29); and (3) the eastern Pamir Block with diverse values (0.7110 ± 0.0009,               n                = 19). This map is a promising tool for recognizing the origins of immigrants in the Tarim Basin and may aid understanding of the migration patterns and cultural communication along the Silk Roads.","2018-11","2024-06-05 21:33:33","2024-07-11 15:44:25","2024-07-10 14:48:42","967-973","","6","175","","JGS","Distribution of strontium isotopes in river waters across the Tarim Basin","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVDE7P39","journalArticle","2016","Wang, Xueye; Tang, Zihua; Wu, Jing; Wu, Xinhua; Wu, Yiqun; Zhou, Xinying","Strontium isotope evidence for a highly mobile population on the Pamir Plateau 2500 years ago","Scientific Reports","","2045-2322","10.1038/srep35162","https://www.nature.com/articles/srep35162","Abstract                            Archeological researches have proposed arguments for human mobility and long-distance trading over the Eurasia before the Silk Roads. Here we utilize biologically available strontium isotope analysis to assess the extent of pre-Silk Road population movements and cultural communications across the Asian interior. From an early Iron Age cemetery (ca. 2500 yr B.P.) on the eastern Pamir Plateau, mean               87               Sr/               86               Sr ratios from 34 individuals display considerable isotopic variability, and 10 individuals are distinguished as migrants based on the local strontium isotope range of 0.710296–0.710572 defined by 12 ovicaprine bones. Comparison of the proportion (10/34) with the regional census data completed in 1909 A.D. (3% non-locals) suggests a highly migratory behavior on the plateau 2500 years ago. Furthermore, exotic mortuary objects, such as silk fabrics from eastern China and angular harp originated from the Near East, clearly demonstrate an interaction between different cultures on the plateau before the establishment of the Silk Road.","2016-10-20","2024-06-05 21:33:34","2024-07-11 15:44:27","2024-07-10 14:48:43","35162","","1","6","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\327XAJPI\Wang et al. - 2016 - Strontium isotope evidence for a highly mobile pop.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLAP9QK7","journalArticle","2024","French, Katherine M.; Musiał, Adrianna D.; Karczewski, Maciej; Daugnora, Linas; Shiroukhov, Roman; Ropka-Molik, Katarzyna; Baranowski, Tadeusz; Bertašius, Mindaugas; Skvortsov, Konstantin; Szymański, Paweł; Mellin-Wyczółkowska, Izabela; Gręzak, Anna; Wyczółkowski, Dariusz; Pluskowski, Aleksander; Andersen, Morten; Millet, Marc-Alban; Inglis, Edward; Madgwick, Richard","Biomolecular evidence reveals mares and long-distance imported horses sacrificed by the last pagans in temperate Europe","Science Advances","","2375-2548","10.1126/sciadv.ado3529","https://www.science.org/doi/10.1126/sciadv.ado3529","Horse sacrifice and deposition are enigmatic features of funerary rituals identified across prehistoric Europe that persisted in the eastern Baltic. Genetic and isotopic analysis of horses in Balt cemeteries [1st to 13th centuries CE (Common Era)] dismantle prevailing narratives that locally procured stallions were exclusively selected. Strontium isotope analysis provides direct evidence for long-distance (~300 to 1500 kilometers) maritime transport of Fennoscandian horses to the eastern Baltic in the Late Viking Age (11th to 13th centuries CE). Genetic analysis proves that horses of both sexes were sacrificed with 34% identified as mares. Results transform the understanding of selection criteria, disprove sex-based selection, and elevate prestige value as a more crucial factor. These findings also provide evidence that the continued interaction between pagans and their newly Christianized neighbors sustained the performance of funerary horse sacrifice until the medieval transition. We also present a reference               87               Sr/               86               Sr isoscape for the southeastern Baltic, releasing the potential of future mobility studies in the region.                        ,              Evidence from later Viking Age horse sacrifices shows maritime horse exchange connected Baltic pagan and Christian communities.","2024-05-17","2024-07-10 14:48:47","2024-07-10 14:48:47","2024-07-10 14:48:47","eado3529","","20","10","","Sci. Adv.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\2HSIBV56\French et al. - 2024 - Biomolecular evidence reveals mares and long-dista.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HP8CXG8F","journalArticle","2023","De Caritat, Patrice; Dosseto, Anthony; Dux, Florian","A strontium isoscape of northern Australia","Earth System Science Data","","1866-3516","10.5194/essd-15-1655-2023","https://essd.copernicus.org/articles/15/1655/2023/","Abstract. Strontium isotopes (87Sr/86Sr) are useful to trace processes in the Earth sciences as well as in forensic, archaeological, palaeontological, and ecological sciences. As very few large-scale Sr isoscapes exist in Australia, we have identified an opportunity to determine 87Sr/86Sr ratios on archived fluvial sediment samples from the low-density National Geochemical Survey of Australia. The present study targeted the northern parts of Western Australia, the Northern Territory, and Queensland, north of 21.5∘ S. The samples were taken mostly from a depth of ∼60–80 cm in floodplain deposits at or near the outlet of large catchments (drainage basins). A coarse (<2 mm) grain-size fraction was air-dried, sieved, milled, and digested (hydrofluoric acid + nitric acid followed by aqua regia) to release total Sr. The Sr was then separated by chromatography, and the 87Sr/86Sr ratio was determined by multicollector inductively coupled plasma mass spectrometry. The results demonstrate a wide range of Sr isotopic values (0.7048 to 1.0330) over the survey area, reflecting a large diversity of source rock lithologies, geological processes, and bedrock ages. The spatial distribution of 87Sr/86Sr shows coherent (multi-point anomalies and smooth gradients), large-scale (>100 km) patterns that appear to be broadly consistent with surface geology, regolith/soil type, and/or nearby outcropping bedrock. For instance, the extensive black clay soils of the Barkly Tableland define a >500 km long northwest–southeast-trending unradiogenic anomaly (87Sr/86Sr <0.7182). Where sedimentary carbonate or mafic/ultramafic igneous rocks dominate, low to moderate 87Sr/86Sr values are generally recorded (medians of 0.7387 and 0.7422, respectively). Conversely, In proximity to the outcropping Proterozoic metamorphic basement of the Tennant, McArthur, Murphy, and Mount Isa geological regions, radiogenic 87Sr/86Sr values (>0.7655) are observed. A potential correlation between mineralization and elevated 87Sr/86Sr values in these regions needs to be investigated in greater detail. Our results to date indicate that incorporating soil/regolith Sr isotopes in regional, exploratory geoscience investigations can help identify basement rock types under (shallow) cover, constrain surface processes (e.g. weathering and dispersion), and, potentially, recognize components of mineral systems. Furthermore, the resulting Sr isoscape and future models derived therefrom can also be utilized in forensic, archaeological, palaeontological, and ecological studies that aim to investigate, for example, past and modern animal (including humans) dietary habits and migrations. The new spatial Sr isotope dataset for the northern Australia region is publicly available (de Caritat et al., 2022a; https://doi.org/10.26186/147473).","2023-04-14","2024-07-10 14:48:50","2024-07-10 14:48:50","2024-07-10 14:48:50","1655-1673","","4","15","","Earth Syst. Sci. Data","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\TKC9RDJ5\De Caritat et al. - 2023 - A strontium isoscape of northern Australia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WARJC62H","journalArticle","2020","Duxfield, Tori; King, Charlotte; Buckley, Hallie; Petchey, Peter; Nowell, Geoff M.; Kinaston, Rebecca L.","Establishing a strontium isotope baseline in New Zealand for future archaeological migration studies: A case study","Journal of Archaeological Science: Reports","","2352409X","10.1016/j.jasrep.2020.102412","https://linkinghub.elsevier.com/retrieve/pii/S2352409X20302030","","2020-08","2024-07-10 14:49:07","2024-07-10 14:49:07","2024-07-10 14:49:07","102412","","","32","","Journal of Archaeological Science: Reports","Establishing a strontium isotope baseline in New Zealand for future archaeological migration studies","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGSQZ2F7","journalArticle","2020","Jung, Min-Ji; Yim, Sung-Gyun; Jeong, Youn-Joong; Jeong, Gi Young; Ryu, Jong-Sik; Cheong, Albert Chang-sik","Characterization of bioavailable Sr isotopic composition of Jeju Island, Korea","Geosciences Journal","","1226-4806, 1598-7477","10.1007/s12303-020-0035-6","https://link.springer.com/10.1007/s12303-020-0035-6","","2020-12","2024-06-05 21:29:45","2024-07-11 15:42:34","2024-07-10 14:49:08","625-632","","6","24","","Geosci J","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4SPLK56","journalArticle","2013","McManus, Ellen; Montgomery, Janet; Evans, Jane; Lamb, Angela; Brettell, Rhea; Jelsma, Johan","“To the Land or to the Sea”: Diet and Mobility in Early Medieval Frisia","The Journal of Island and Coastal Archaeology","","1556-4894, 1556-1828","10.1080/15564894.2013.787565","http://www.tandfonline.com/doi/abs/10.1080/15564894.2013.787565","","2013-05","2024-06-05 21:31:02","2024-07-11 15:43:07","2024-07-10 14:49:10","255-277","","2","8","","The Journal of Island and Coastal Archaeology","“To the Land or to the Sea”","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\I8T957Y3\McManus et al. - 2013 - “To the Land or to the Sea” Diet and Mobility in .pdf; C:\Users\chris\Zotero\storage\Z4CSPF66\McManus et al. - 2013 - “To the Land or to the Sea” Diet and Mobility in .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BALZGSZ","journalArticle","1993","Miller, Eric K.; Blum, Joel D.; Friedland, Andrew J.","Determination of soil exchangeable-cation loss and weathering rates using Sr isotopes","Nature","","0028-0836, 1476-4687","10.1038/362438a0","https://www.nature.com/articles/362438a0","","1993-04","2024-07-10 14:49:14","2024-07-10 14:49:14","2024-07-10 14:49:14","438-441","","6419","362","","Nature","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6RXU568Z","journalArticle","2020","Moffat, Ian; Rudd, Rachel; Willmes, Malte; Mortimer, Graham; Kinsley, Les; McMorrow, Linda; Armstrong, Richard; Aubert, Maxime; Grün, Rainer","Bioavailable soil and rock strontium isotope data from Israel","Earth System Science Data","","1866-3516","10.5194/essd-12-3641-2020","https://essd.copernicus.org/articles/12/3641/2020/","Abstract. Strontium isotope ratios (87Sr ∕ 86Sr) of biogenic material such as bones and teeth reflect the local sources of strontium ingested as food and drink during their formation. This has led to the use of strontium isotope ratios as a geochemical tracer in a wide range of fields including archaeology, ecology, food studies and forensic sciences. In order to utilise strontium as a geochemical tracer, baseline data of bioavailable 87Sr ∕ 86Sr in the region of interest are required, and a growing number of studies have developed reference maps for this purpose in various geographic regions, and over varying scales. This study presents a new data set of bioavailable strontium isotope ratios from rock and soil samples across Israel, as well as from sediment layers from seven key archaeological sites. This data set may be viewed and accessed both in an Open Science Framework repository (https://doi.org/10.17605/OSF.IO/XKJ5Y, Moffat et al., 2020) or via the IRHUM (Isotopic Reconstruction of Human Migration) database.","2020-12-23","2024-07-10 14:49:15","2024-07-10 14:49:15","2024-07-10 14:49:15","3641-3652","","4","12","","Earth Syst. Sci. Data","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\DJH57IVR\Moffat et al. - 2020 - Bioavailable soil and rock strontium isotope data .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIFS5QKY","journalArticle","2013","Ortega, Luis Angel; Guede, Iranzu; Zuluaga, Maria Cruz; Alonso-Olazabal, Ainhoa; Murelaga, Xabier; Niso, Javier; Loza, Miguel; Quirós Castillo, Juan Antonio","Strontium isotopes of human remains from the San Martín de Dulantzi graveyard (Alegría-Dulantzi, Álava) and population mobility in the Early Middle Ages","Quaternary International","","10406182","10.1016/j.quaint.2013.02.008","https://linkinghub.elsevier.com/retrieve/pii/S1040618213000724","","2013-07","2024-07-10 14:49:19","2024-07-10 14:49:19","2024-07-10 14:49:19","54-63","","","303","","Quaternary International","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8369H8BU","bookSection","2023","Schulting, Rick J.; Pouncett, John; Snoeck, Christophe; James, Hannah F.; Bailie, Warren","Common Ground: Investigating Land Use and Community Through Strontium Isotope Analysis of Bronze Age Cremations from Dunragit, Southwest Scotland","Isotopic Proveniencing and Mobility","978-3-031-25721-6 978-3-031-25722-3","","","https://link.springer.com/10.1007/978-3-031-25722-3_4","","2023","2024-06-05 21:31:49","2024-07-11 15:43:39","2024-07-10 14:49:21","85-110","","","","","","Common Ground","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Interdisciplinary Contributions to Archaeology DOI: 10.1007/978-3-031-25722-3_4","","","","","","Price, T. Douglas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JAS5A3B9","journalArticle","2018","Eriksson, Gunilla; Frei, Karin Margarita; Howcroft, Rachel; Gummesson, Sara; Molin, Fredrik; Lidén, Kerstin; Frei, Robert; Hallgren, Fredrik","Diet and mobility among Mesolithic hunter-gatherers in Motala (Sweden) - The isotope perspective","Journal of Archaeological Science: Reports","","2352409X","10.1016/j.jasrep.2016.05.052","https://linkinghub.elsevier.com/retrieve/pii/S2352409X16302097","","2018-02","2024-07-10 14:49:22","2024-07-10 14:49:22","2024-07-10 14:49:22","904-918","","","17","","Journal of Archaeological Science: Reports","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38Q2ZTKN","journalArticle","2019","Adams, Shaun; Grün, Rainer; McGahan, David; Zhao, Jian‐Xin; Feng, Yuexing; Nguyen, Ai; Willmes, Malte; Quaresimin, Michael; Lobsey, Brett; Collard, Mark; Westaway, Michael C.","A strontium isoscape of north‐east Australia for human provenance and repatriation","Geoarchaeology","","0883-6353, 1520-6548","10.1002/gea.21728","https://onlinelibrary.wiley.com/doi/10.1002/gea.21728","Abstract                            It has been estimated that up to 25% of Indigenous human remains held in Australian institutions are unprovenanced. Geochemical tracers like strontium isotope ratios (               87               Sr/               86               Sr) have been used globally for over 40 years to discern human provenance and provide independent data to aid in repatriation efforts. To reliably apply this technology, landscape               87               Sr/               86               Sr isotope ratio variability must be quantified. In Australia, only a few studies have used this technique and they are lacking in detail. Here, we present Australia's first regional strontium isotope ratio variability study. We measured strontium isotope ratios in soil, plant, water, and faunal material throughout Cape York, Queensland, the most northerly point of mainland Australia. Results show a close correlation between surface soil leachates, vegetation, surface water, and faunal               87               Sr/               86               Sr results with extremely high values (0.78664) associated with ancient Precambrian geology. Our study suggests that measuring               87               Sr/               86               Sr in soil and plant samples offer a reliable approach for assessing regional Sr isotope distribution, although the inclusion of mammal and freshwater samples is also important to assess exogenous inputs. This study provides an important tool for modern and prehistoric provenance studies and may aid in answering some of Australia's most enduring archaeological questions.","2019-05","2024-04-17 21:07:03","2024-07-11 15:40:44","2024-07-10 14:49:23","231-251","","3","34","","Geoarchaeology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\chris\Zotero\storage\96LVD5VI\Adams et al. - 2019 - A strontium isoscape of north-east Australia for h.pdf; C:\Users\chris\Zotero\storage\EVFEPURP\gea.html","","","strontium isotopes; bioarchaeology; biogeochemistry; Cape York; isotope geochemistry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
